home_team,away_team,posteam,side_of_field,yardline_100,half_seconds_remaining,game_seconds_remaining,game_half,down,ydstogo,ydsnet,yards_gained,score_differential,fourth_down_converted,fourth_down_failed,field_goal_attempt,punt_attempt,penalty
HOU,ATL,ATL,HOU,34,1357,1357,Half2,4,3,46,0,-7,0,1,0,0,0
HOU,ATL,HOU,ATL,9,450,450,Half2,4,1,83,7,0,1,0,0,0,0
HOU,ATL,ATL,HOU,25,155,155,Half2,4,6,55,0,-7,0,1,0,0,0
TB,CAR,CAR,TB,35,1393,3193,Half1,4,2,14,6,7,1,0,0,0,0
TB,CAR,TB,CAR,22,179,179,Half2,4,3,-3,-10,-19,0,1,0,0,0
PIT,CIN,CIN,CIN,51,666,666,Half2,4,1,10,1,-27,1,0,0,0,0
CHI,KC,CHI,KC,35,1381,3181,Half1,4,2,8,0,0,0,1,0,0,0
CHI,KC,KC,CHI,43,22,1822,Half1,4,3,49,5,-3,1,0,0,0,0
CHI,KC,CHI,CHI,60,120,120,Half2,4,17,10,0,-7,0,1,0,0,0
BUF,TEN,BUF,TEN,34,1037,2837,Half1,4,3,27,-9,-3,0,1,0,0,0
BUF,TEN,TEN,BUF,18,1435,1435,Half2,4,1,47,2,7,1,0,0,0,0
BUF,TEN,BUF,TEN,11,254,254,Half2,4,1,72,3,-13,1,0,0,0,0
BUF,TEN,BUF,TEN,2,181,181,Half2,4,2,80,2,-13,1,0,0,0,0
BUF,TEN,BUF,BUF,54,17,17,Half2,4,10,31,0,-6,0,1,0,0,0
MIA,OAK,OAK,MIA,35,529,529,Half2,4,3,51,6,-33,1,0,0,0,0
CLE,BAL,BAL,CLE,26,1339,3139,Half1,4,1,60,0,0,0,1,0,0,0
CLE,BAL,BAL,CLE,21,962,2762,Half1,4,1,42,2,0,1,0,0,0,0
CLE,BAL,CLE,BAL,22,269,269,Half2,4,10,73,22,-20,1,0,0,0,0
SF,STL,STL,SF,42,445,445,Half2,4,12,30,-7,-26,0,1,0,0,0
NO,DET,DET,DET,61,188,188,Half2,4,2,3,0,-14,0,1,0,0,0
NO,DET,NO,DET,29,73,73,Half2,4,1,23,0,14,0,1,0,0,0
JAC,SD,JAC,SD,30,667,667,Half2,4,12,-4,0,-17,0,1,0,0,0
JAC,SD,JAC,SD,43,116,116,Half2,4,10,0,-11,-24,0,1,0,0,0
PIT,CLE,PIT,CLE,1,647,647,Half2,4,1,89,0,4,0,1,0,0,0
PIT,CLE,CLE,PIT,33,7,7,Half2,4,9,45,-6,-11,0,1,0,0,0
TEN,NO,TEN,NO,36,209,209,Half2,4,1,32,3,-5,1,0,0,0,0
TEN,NO,TEN,NO,24,152,152,Half2,4,1,41,0,-5,0,1,0,0,0
JAC,TB,TB,JAC,36,1559,3359,Half1,4,1,72,28,0,1,0,0,0,0
JAC,TB,TB,JAC,45,452,452,Half2,4,3,35,0,-19,0,1,0,0,0
MIA,PHI,MIA,PHI,48,120,1920,Half1,4,1,30,0,-17,0,1,0,0,0
MIA,PHI,MIA,MIA,53,868,868,Half2,4,1,34,0,-14,0,1,0,0,0
MIA,PHI,MIA,PHI,20,257,257,Half2,4,19,57,-10,-16,0,1,0,0,0
CAR,ATL,CAR,ATL,27,217,217,Half2,4,5,53,0,-8,0,1,0,0,0
DET,MIN,MIN,DET,23,562,562,Half2,4,2,42,5,-11,1,0,0,0,0
DET,MIN,MIN,MIN,58,127,127,Half2,4,1,24,2,-4,1,0,0,0,0
DET,MIN,MIN,DET,12,26,26,Half2,4,6,78,10,-4,1,0,0,0,0
NYJ,KC,NYJ,KC,32,695,695,Half2,4,4,-7,-13,25,0,1,0,0,0
NYJ,KC,KC,NYJ,13,573,573,Half2,4,10,42,0,-25,0,1,0,0,0
CIN,HOU,CIN,HOU,35,309,2109,Half1,4,3,73,11,3,1,0,0,0,0
CIN,HOU,HOU,CIN,32,824,824,Half2,4,2,23,-20,-9,0,1,0,0,0
BAL,IND,IND,BAL,40,446,2246,Half1,4,3,19,12,-17,1,0,0,0,0
BAL,IND,BAL,IND,42,598,598,Half2,4,1,19,-2,21,0,1,0,0,0
BAL,IND,IND,BAL,20,417,417,Half2,4,10,12,12,-21,1,0,0,0,0
BAL,IND,IND,BAL,3,323,323,Half2,4,3,17,0,-21,0,1,0,0,0
BAL,IND,IND,BAL,22,29,29,Half2,4,1,76,9,-21,1,0,0,0,0
ARI,SF,SF,ARI,38,1431,3231,Half1,4,5,14,9,0,1,0,0,0,0
ARI,SF,SF,SF,59,130,130,Half2,4,1,9,0,-2,0,1,0,0,0
SD,BUF,SD,SD,70,1413,1413,Half2,4,2,18,10,7,1,0,0,0,0
SD,BUF,BUF,SD,25,973,973,Half2,4,5,50,2,-20,0,1,0,0,0
SD,BUF,BUF,SD,13,276,276,Half2,4,9,60,0,-27,0,1,0,0,0
GB,OAK,OAK,OAK,72,352,2152,Half1,4,2,8,0,-31,0,1,0,0,0
GB,OAK,OAK,GB,42,411,411,Half2,4,12,52,17,-37,1,0,0,0,0
DAL,NYG,NYG,DAL,37,504,504,Half2,4,3,58,15,-5,1,0,0,0,0
SEA,STL,STL,SEA,36,370,2170,Half1,4,1,21,0,-6,0,1,0,0,0
SEA,STL,STL,STL,70,120,120,Half2,4,3,19,12,-16,1,0,0,0,0
SEA,STL,STL,STL,51,17,17,Half2,4,16,35,9,-16,0,1,0,0,0
ATL,JAC,ATL,JAC,18,201,201,Half2,4,10,50,3,34,0,1,0,0,0
TB,DAL,TB,TB,56,436,436,Half2,4,9,38,14,-17,1,0,0,0,0
TB,DAL,TB,DAL,44,354,354,Half2,4,12,36,0,-17,0,1,0,0,0
TB,DAL,TB,TB,82,121,121,Half2,4,12,-2,0,-17,0,1,0,0,0
TB,DAL,DAL,TB,13,97,97,Half2,4,6,12,8,17,1,0,0,0,0
IND,TEN,TEN,IND,6,84,84,Half2,4,4,74,0,-13,0,1,0,0,0
NYG,WAS,WAS,NYG,41,990,2790,Half1,4,1,48,7,3,1,0,0,0,0
NYG,WAS,WAS,NYG,32,67,1867,Half1,4,1,43,0,17,0,1,0,0,0
NYG,WAS,NYG,WAS,12,541,541,Half2,4,12,50,-13,-20,0,1,0,0,0
CHI,SEA,SEA,CHI,30,316,316,Half2,4,7,30,0,17,0,1,0,0,0
CHI,SEA,SEA,CHI,35,120,120,Half2,4,8,7,5,23,0,1,0,0,0
BUF,MIA,MIA,BUF,34,1339,1339,Half2,4,1,22,13,13,0,1,0,0,1
BUF,MIA,BUF,MIA,5,398,398,Half2,4,1,77,2,-16,1,0,0,0,0
STL,CIN,CIN,STL,42,83,1883,Half1,4,1,31,-1,0,0,1,0,0,0
MIN,NO,NO,MIN,23,120,120,Half2,4,1,20,-1,22,0,1,0,0,0
MIN,NO,MIN,NO,43,24,24,Half2,4,1,33,0,-22,0,1,0,0,0
MIN,NO,MIN,NO,35,5,5,Half2,4,3,41,0,-22,0,1,0,0,0
KC,GB,KC,GB,3,219,2019,Half1,4,1,82,0,6,0,1,0,0,0
KC,GB,GB,KC,39,896,896,Half2,4,8,39,0,-2,0,1,0,0,0
OAK,DET,OAK,DET,24,1441,3241,Half1,4,1,45,0,0,0,1,0,0,0
OAK,DET,DET,OAK,39,984,984,Half2,4,1,21,0,-3,0,1,0,0,0
OAK,DET,DET,OAK,8,336,336,Half2,4,2,68,5,-12,1,0,0,0,0
PHI,NYJ,NYJ,PHI,25,76,76,Half2,4,6,31,0,-25,0,1,0,0,0
DEN,NE,NE,DEN,31,136,1936,Half1,4,1,34,25,1,1,0,0,0,0
DEN,NE,DEN,NE,37,149,149,Half2,4,17,15,-28,-18,0,1,0,0,0
DEN,NE,NE,DEN,27,73,73,Half2,4,3,5,-2,18,0,1,0,0,0
DEN,NE,DEN,DEN,66,44,44,Half2,4,5,5,0,-18,0,1,0,0,0
SD,BAL,SD,BAL,36,57,57,Half2,4,2,9,1,20,0,1,0,0,0
BUF,DEN,DEN,BUF,33,1703,1703,Half2,4,1,43,2,-9,1,0,0,0,0
BUF,DEN,DEN,BUF,24,234,234,Half2,4,3,66,6,-23,1,0,0,0,0
BUF,DEN,DEN,BUF,23,27,27,Half2,4,10,61,0,-23,0,1,0,0,0
PIT,STL,STL,PIT,44,810,2610,Half1,4,10,22,9,-3,0,1,0,0,0
CIN,ARI,ARI,CIN,33,733,733,Half2,4,2,31,3,-23,1,0,0,0,0
CIN,ARI,ARI,CIN,17,78,78,Half2,4,5,5,0,-7,0,1,0,0,0
CAR,TB,TB,CAR,6,900,2700,Half1,4,1,76,2,-10,1,0,0,0,0
CAR,TB,CAR,TB,11,1110,1110,Half2,4,1,61,11,17,1,0,0,0,0
CAR,TB,TB,CAR,44,979,979,Half2,4,1,34,0,-24,0,1,0,0,0
CAR,TB,TB,CAR,33,201,201,Half2,4,7,56,0,-32,0,1,0,0,0
CAR,TB,CAR,CAR,57,71,71,Half2,4,1,12,3,32,1,0,0,0,0
NE,MIA,NE,MIA,34,1670,1670,Half2,4,1,49,3,-17,1,0,0,0,0
BAL,CLE,CLE,CLE,55,243,243,Half2,4,5,18,0,-7,0,1,0,0,0
TEN,JAC,JAC,JAC,55,98,1898,Half1,4,1,15,6,-10,1,0,0,0,0
TEN,JAC,JAC,TEN,9,509,509,Half2,4,1,9,0,-13,0,1,0,0,0
TEN,JAC,JAC,TEN,24,271,271,Half2,4,10,32,21,-13,1,0,0,0,0
KC,OAK,KC,KC,57,473,473,Half2,4,1,33,0,-4,0,1,0,0,0
NYJ,NYG,NYJ,NYG,18,598,598,Half2,4,2,66,10,-13,1,0,0,0,0
DET,SD,SD,DET,39,793,793,Half2,4,5,47,6,-21,1,0,0,0,0
DET,SD,SD,DET,2,664,664,Half2,4,2,78,0,-21,0,1,0,0,0
DET,SD,SD,SD,64,366,366,Half2,4,3,11,4,-21,1,0,0,0,0
SEA,SF,SF,SEA,48,1450,3250,Half1,4,1,22,1,-7,1,0,0,0,0
SEA,SF,SF,SEA,43,26,1826,Half1,4,6,37,0,-7,0,1,0,0,0
SEA,SF,SF,SEA,40,1661,1661,Half2,4,2,51,16,-7,1,0,0,0,0
SEA,SF,SEA,SEA,66,18,18,Half2,4,2,8,0,-2,0,1,0,0,0
DAL,PHI,DAL,PHI,43,352,352,Half2,4,5,43,9,-20,1,0,0,0,0
DAL,PHI,DAL,PHI,16,142,142,Half2,4,8,61,0,-20,0,1,0,0,0
NO,ATL,ATL,NO,9,500,500,Half2,4,1,71,0,-21,0,1,0,0,0
NO,ATL,ATL,ATL,67,312,312,Half2,4,1,9,0,-21,0,1,0,0,0
NE,BUF,BUF,BUF,57,1638,3438,Half1,4,1,29,6,0,1,0,0,0,0
NE,BUF,BUF,NE,31,1287,3087,Half1,4,4,48,9,7,1,0,0,0,0
NE,BUF,BUF,NE,36,148,1948,Half1,4,12,48,0,7,0,1,0,0,0
STL,SF,SF,STL,14,964,964,Half2,4,7,82,14,10,1,0,0,0,0
STL,SF,STL,SF,40,163,163,Half2,4,17,14,0,-7,0,1,0,0,0
MIN,CHI,MIN,CHI,23,315,315,Half2,4,13,-9,0,-3,0,1,0,0,0
MIN,CHI,MIN,MIN,63,62,62,Half2,4,1,40,9,-3,1,0,0,0,0
GB,DET,DET,GB,37,617,2417,Half1,4,3,31,8,-1,1,0,0,0,0
GB,DET,DET,GB,31,774,774,Half2,4,3,31,0,3,0,1,0,0,0
PHI,WAS,WAS,PHI,35,48,1848,Half1,4,6,45,0,-10,0,1,0,0,0
PHI,WAS,WAS,WAS,60,310,310,Half2,4,3,7,0,-17,0,1,0,0,0
JAC,IND,JAC,IND,1,1389,3189,Half1,4,1,70,0,0,0,1,0,0,0
JAC,IND,IND,JAC,27,530,2330,Half1,4,1,8,-1,-4,0,1,0,0,0
ATL,TB,ATL,TB,1,703,2503,Half1,4,1,30,1,21,1,0,0,0,0
ATL,TB,TB,TB,90,373,373,Half2,4,2,8,0,-19,0,1,0,0,0
DEN,KC,DEN,DEN,52,19,19,Half2,4,2,32,0,-4,0,1,0,0,0
CLE,PIT,PIT,CLE,32,1450,3250,Half1,4,3,34,0,0,0,1,0,0,0
CLE,PIT,PIT,CLE,22,723,2523,Half1,4,1,23,3,0,1,0,0,0,0
ARI,SEA,ARI,SEA,39,602,602,Overtime,4,1,44,2,0,1,0,0,0,0
NYG,DAL,NYG,DAL,35,1049,1049,Half2,4,1,8,-1,14,0,1,0,0,0
NYG,DAL,DAL,NYG,10,840,840,Half2,4,1,54,0,-14,0,1,0,0,0
NYG,DAL,DAL,NYG,37,1066,2866,Half1,4,1,29,0,0,0,1,0,0,0
NYG,DAL,NYG,DAL,29,243,243,Half2,4,2,57,7,-14,1,0,0,0,0
NYG,DAL,NYG,DAL,13,185,185,Half2,4,1,70,4,-14,1,0,0,0,0
CHI,IND,IND,CHI,31,736,736,Half2,4,10,62,13,-21,1,0,0,0,0
CHI,IND,IND,IND,62,119,119,Half2,4,15,21,26,-21,1,0,0,0,0
CLE,PHI,PHI,CLE,23,170,170,Half2,4,1,71,3,-5,1,0,0,0,0
NO,WAS,WAS,NO,48,964,2764,Half1,4,1,11,2,3,1,0,0,0,0
NO,WAS,NO,WAS,33,385,385,Half2,4,10,58,33,-17,1,0,0,0,0
NO,WAS,NO,WAS,2,149,149,Half2,4,2,80,2,-16,1,0,0,0,0
TEN,NE,TEN,NE,37,1537,3337,Half1,4,1,67,24,0,1,0,0,0,0
TEN,NE,TEN,TEN,76,226,226,Half2,4,6,4,0,-17,0,1,0,0,0
MIN,JAC,JAC,MIN,49,32,32,Half2,4,3,37,10,-5,1,0,0,0,0
MIN,JAC,JAC,JAC,69,612,612,Overtime,4,2,8,0,-3,0,1,0,0,0
NYJ,BUF,BUF,NYJ,29,366,366,Half2,4,10,41,29,-18,1,0,0,0,0
HOU,MIA,MIA,HOU,9,504,504,Half2,4,8,74,3,-21,0,1,0,0,0
HOU,MIA,MIA,HOU,5,245,245,Half2,4,5,36,0,-21,0,1,0,0,0
HOU,MIA,MIA,HOU,49,116,116,Half2,4,2,-4,-12,-21,0,1,0,0,0
ARI,SEA,SEA,ARI,4,21,21,Half2,4,4,76,0,-4,0,1,0,0,0
GB,SF,GB,SF,45,54,54,Half2,4,10,39,0,-10,0,1,0,0,0
DEN,PIT,PIT,DEN,38,1498,1498,Half2,4,1,44,2,3,1,0,0,0,0
DEN,PIT,PIT,PIT,85,54,54,Half2,4,15,-10,-5,-12,0,1,0,0,0
BAL,CIN,BAL,CIN,20,1342,3142,Half1,4,1,44,1,3,1,0,0,0,0
BAL,CIN,CIN,BAL,34,156,1956,Half1,4,1,51,4,-14,1,0,0,0,0
BAL,CIN,CIN,BAL,6,27,1827,Half1,4,1,81,6,-14,1,0,0,0,0
BAL,CIN,CIN,BAL,32,666,666,Half2,4,15,36,-12,-27,0,1,0,0,0
OAK,SD,OAK,OAK,53,1456,1456,Half2,4,7,32,0,-4,0,1,0,0,0
OAK,SD,OAK,OAK,51,598,598,Half2,4,21,22,0,-13,0,1,0,0,0
GB,CHI,GB,CHI,27,116,1916,Half1,4,26,80,27,3,1,0,0,0,0
GB,CHI,CHI,GB,21,414,414,Half2,4,7,24,21,-20,1,0,0,0,0
GB,CHI,CHI,CHI,77,187,187,Half2,4,5,5,0,-13,0,1,0,0,0
MIA,OAK,MIA,OAK,28,75,75,Half2,4,2,33,4,22,1,0,0,0,0
JAC,HOU,HOU,JAC,11,120,120,Half2,4,2,35,3,20,1,0,0,0,0
CIN,CLE,CIN,CIN,51,1157,2957,Half1,4,1,41,2,3,1,0,0,0,0
PHI,BAL,PHI,BAL,6,1331,3131,Half1,4,1,11,2,0,1,0,0,0,0
PHI,BAL,BAL,BAL,57,762,2562,Half1,4,4,21,3,0,0,1,0,0,0
PHI,BAL,BAL,BAL,54,54,54,Half2,4,1,26,0,-1,0,1,0,0,0
CAR,NO,CAR,NO,4,713,2513,Half1,4,1,72,0,-4,0,1,0,0,0
CAR,NO,NO,CAR,24,439,439,Half2,4,4,67,0,-14,0,1,0,0,0
IND,MIN,MIN,IND,7,315,315,Half2,4,4,54,7,-14,1,0,0,0,0
SEA,DAL,SEA,DAL,38,188,188,Half2,4,1,32,2,19,1,0,0,0,0
SEA,DAL,SEA,DAL,30,43,43,Half2,4,4,36,0,19,0,1,0,0,0
SD,TEN,SD,TEN,1,77,77,Half2,4,1,69,1,21,1,0,0,0,0
SF,DET,DET,SF,31,114,114,Half2,4,4,71,22,-15,1,0,0,0,0
ATL,DEN,DEN,ATL,2,209,209,Half2,4,2,45,2,-13,1,0,0,0,0
CAR,NYG,CAR,NYG,8,396,396,Half2,4,8,67,0,-26,0,1,0,0,0
DAL,TB,TB,DAL,3,1594,3394,Half1,4,1,28,2,0,1,0,0,0,0
DAL,TB,DAL,TB,46,2,1802,Half1,4,8,34,0,3,0,1,0,0,0
DAL,TB,TB,TB,81,120,120,Half2,4,11,28,29,-9,1,0,0,0,0
MIA,NYJ,NYJ,NYJ,75,438,2238,Half1,4,3,12,5,-10,1,0,0,0,0
NO,KC,KC,NO,46,146,146,Half2,4,5,23,7,-3,1,0,0,0,0
NO,KC,KC,NO,44,640,640,Overtime,4,1,12,3,0,1,0,0,0,0
WAS,CIN,CIN,WAS,5,574,2374,Half1,4,5,68,-1,8,0,1,0,0,0
CHI,STL,CHI,STL,32,1008,2808,Half1,4,1,35,2,3,1,0,0,0,0
CHI,STL,STL,CHI,43,1645,1645,Half2,4,1,39,0,-7,0,1,0,0,0
MIN,SF,MIN,SF,1,1345,3145,Half1,4,1,82,1,0,1,0,0,0,0
TEN,DET,DET,TEN,7,401,401,Overtime,4,1,70,-1,-1,0,1,0,0,0
ARI,PHI,PHI,PHI,64,188,188,Half2,4,10,16,0,-20,0,1,0,0,0
OAK,PIT,PIT,OAK,27,1719,3519,Half1,4,1,29,20,0,1,0,0,0,0
OAK,PIT,PIT,PIT,71,231,231,Half2,4,1,15,6,0,1,0,0,0,0
BAL,NE,BAL,NE,33,656,656,Half2,4,1,46,-1,-9,0,1,0,0,0
SEA,GB,SEA,GB,17,261,261,Half2,4,2,66,3,-5,1,0,0,0,0
SEA,GB,SEA,GB,7,120,120,Half2,4,3,73,0,-5,0,1,0,0,0
SEA,GB,SEA,GB,24,8,8,Half2,4,10,46,24,-5,1,0,0,0,0
BAL,CLE,BAL,BAL,64,10,1810,Half1,4,19,-9,0,2,0,1,0,0,0
NYJ,SF,SF,NYJ,2,1075,1075,Half2,4,1,48,2,10,1,0,0,0,0
STL,SEA,STL,SEA,2,76,1876,Half1,4,2,52,2,-4,1,0,0,0,0
DET,MIN,DET,MIN,7,591,591,Half2,4,5,47,-10,-13,0,1,0,0,0
DET,MIN,DET,DET,78,44,44,Half2,4,10,37,17,-6,1,0,0,0,0
DET,MIN,DET,DET,56,5,5,Half2,4,5,31,-11,-6,0,1,0,0,0
HOU,TEN,HOU,TEN,38,1159,2959,Half1,4,1,14,5,7,1,0,0,0,0
HOU,TEN,TEN,TEN,85,491,491,Half2,4,3,12,5,-20,1,0,0,0,0
JAC,CIN,CIN,CIN,66,516,2316,Half1,4,1,57,48,-4,1,0,0,0,0
JAC,CIN,JAC,JAC,83,278,278,Half2,4,14,5,9,-17,0,1,0,0,0
DEN,OAK,DEN,OAK,30,1568,3368,Half1,4,1,58,8,0,1,0,0,0,0
DEN,OAK,DEN,OAK,36,201,2001,Half1,4,1,31,0,7,0,1,0,0,0
DEN,OAK,OAK,OAK,71,180,180,Half2,4,1,22,13,-31,1,0,0,0,0
DEN,OAK,OAK,DEN,27,27,27,Half2,4,18,61,8,-31,0,1,0,0,0
ARI,MIA,MIA,ARI,1,120,1920,Half1,4,1,95,1,3,1,0,0,0,0
ARI,MIA,ARI,MIA,43,110,110,Half2,4,2,17,9,-7,1,0,0,0,0
ARI,MIA,ARI,MIA,15,29,29,Half2,4,10,51,15,-7,1,0,0,0,0
TB,WAS,WAS,TB,26,579,2379,Half1,4,1,16,7,4,1,0,0,0,0
GB,NO,GB,GB,83,567,2367,Half1,4,1,14,5,7,1,0,0,0,0
GB,NO,NO,NO,51,281,281,Half2,4,2,24,6,-1,1,0,0,0,0
PHI,NYG,NYG,PHI,40,904,904,Half2,4,1,39,30,-3,1,0,0,0,0
DAL,CHI,DAL,DAL,61,588,588,Half2,4,3,40,16,-15,1,0,0,0,0
STL,ARI,ARI,STL,6,330,330,Half2,4,6,77,3,-14,0,1,0,0,0
STL,ARI,ARI,STL,13,135,135,Half2,4,1,18,-7,-14,0,1,0,0,0
PIT,PHI,PIT,PHI,34,891,2691,Half1,4,10,0,0,0,0,1,0,0,0
PIT,PHI,PHI,PHI,70,791,791,Half2,4,1,11,2,-6,1,0,0,0,0
PIT,PHI,PHI,PIT,47,602,602,Half2,4,1,34,2,-6,1,0,0,0,0
IND,GB,IND,GB,44,1183,2983,Half1,4,1,40,0,0,0,1,0,0,0
NYG,CLE,CLE,CLE,64,1692,1692,Half2,4,1,11,2,-10,1,0,0,0,0
NYG,CLE,CLE,NYG,20,650,650,Half2,4,3,17,10,-14,1,0,0,0,0
CIN,MIA,CIN,MIA,35,1103,2903,Half1,4,2,64,20,3,1,0,0,0,0
CIN,MIA,MIA,CIN,38,173,1973,Half1,4,1,9,0,1,0,1,0,0,0
CAR,SEA,CAR,SEA,1,227,227,Half2,4,1,79,0,-7,0,1,0,0,0
CAR,SEA,SEA,SEA,82,59,59,Half2,4,7,-1,-18,7,0,1,0,0,0
JAC,CHI,CHI,JAC,45,1474,1474,Half2,4,1,71,12,0,1,0,0,0,1
NE,DEN,DEN,NE,47,654,654,Half2,4,1,24,0,-17,0,1,0,0,0
NE,DEN,NE,DEN,37,497,497,Half2,4,5,-4,-20,17,0,1,0,0,0
NE,DEN,DEN,NE,42,264,264,Half2,4,1,54,28,-10,1,0,0,0,0
SF,BUF,SF,BUF,38,650,650,Half2,4,2,46,17,28,1,0,0,0,0
MIN,TEN,TEN,TEN,59,969,2769,Half1,4,1,21,10,-7,1,0,0,0,0
MIN,TEN,TEN,MIN,9,125,125,Half2,4,1,67,-4,-23,0,1,0,0,0
NYJ,HOU,NYJ,NYJ,76,900,2700,Half1,4,1,12,3,0,1,0,0,0,0
NYJ,HOU,NYJ,NYJ,62,601,2401,Half1,4,1,10,1,-7,1,0,0,0,0
TB,KC,KC,TB,27,594,2394,Half1,4,1,55,2,-7,1,0,0,0,0
TB,KC,KC,TB,47,280,280,Half2,4,6,33,0,-21,0,1,0,0,0
TB,KC,KC,KC,72,36,36,Half2,4,2,8,0,-28,0,1,0,0,0
NYJ,IND,NYJ,IND,40,139,1939,Half1,4,11,53,23,8,1,0,0,0,0
MIA,STL,STL,MIA,41,698,698,Half2,4,2,29,8,-11,1,0,0,0,0
MIA,STL,STL,MIA,1,515,515,Half2,4,1,62,1,-11,1,0,0,0,0
MIA,STL,MIA,MIA,60,255,255,Half2,4,1,23,3,3,1,0,0,0,0
BAL,DAL,DAL,DAL,54,128,128,Half2,4,10,37,11,-8,1,0,0,0,0
BAL,DAL,DAL,BAL,32,58,58,Half2,4,10,64,16,-8,1,0,0,0,0
ARI,BUF,ARI,ARI,67,100,1900,Half1,4,2,44,24,1,1,0,0,0,0
ARI,BUF,ARI,ARI,60,113,113,Half2,4,11,42,17,-3,1,0,0,0,0
SEA,NE,SEA,SEA,62,48,1848,Half1,4,4,4,0,-7,0,1,0,0,0
SEA,NE,SEA,NE,10,446,446,Half2,4,3,83,10,-13,1,0,0,0,0
SEA,NE,NE,NE,87,58,58,Half2,4,17,8,15,-1,0,1,0,0,0
SF,NYG,SF,NYG,34,1081,1081,Half2,4,15,58,7,-20,0,1,0,0,0
SF,NYG,SF,NYG,32,64,64,Half2,4,3,42,-6,-23,0,1,0,0,0
WAS,MIN,WAS,MIN,35,785,2585,Half1,4,3,51,6,-9,1,0,0,0,0
WAS,MIN,MIN,WAS,26,80,80,Half2,4,1,66,12,-11,1,0,0,0,0
HOU,GB,GB,HOU,28,120,120,Half2,4,2,9,1,19,0,1,0,0,0
SD,DEN,SD,SD,59,52,52,Half2,4,16,14,-7,-10,0,1,0,0,0
SF,SEA,SEA,SEA,96,56,56,Half2,4,17,9,16,-7,0,1,0,0,0
MIN,ARI,ARI,MIN,18,1367,1367,Half2,4,2,62,0,-13,0,1,0,0,0
MIN,ARI,ARI,MIN,37,381,381,Half2,4,10,18,-9,-13,0,1,0,0,0
MIN,ARI,MIN,ARI,33,14,14,Half2,4,5,13,8,6,1,0,0,0,0
CAR,DAL,CAR,CAR,60,131,131,Half2,4,1,20,0,-2,0,1,0,0,0
CAR,DAL,CAR,CAR,64,3,3,Half2,4,20,27,11,-5,0,1,0,0,0
TB,NO,TB,NO,1,1114,1114,Half2,4,1,91,-4,-7,0,1,0,0,0
TB,NO,TB,NO,17,342,342,Half2,4,10,79,15,-14,1,0,0,0,0
TB,NO,TB,NO,17,31,31,Half2,4,1,70,8,-7,1,0,0,0,0
STL,GB,STL,GB,14,632,2432,Half1,4,2,66,0,-7,0,1,0,0,0
STL,GB,STL,STL,76,133,133,Half2,4,5,9,4,-14,0,1,0,0,0
STL,GB,STL,GB,13,29,29,Half2,4,6,74,10,-17,1,0,0,0,0
HOU,BAL,BAL,HOU,43,289,289,Half2,4,10,28,0,-29,0,1,0,0,0
BUF,TEN,TEN,BUF,36,238,238,Half2,4,5,10,0,-6,0,1,0,0,0
BUF,TEN,TEN,BUF,15,68,68,Half2,4,9,52,15,-6,1,0,0,0,0
BUF,TEN,BUF,BUF,72,31,31,Half2,4,2,8,0,-1,0,1,0,0,0
IND,CLE,IND,CLE,24,1231,1231,Half2,4,1,58,2,1,1,0,0,0,0
IND,CLE,CLE,IND,39,117,117,Half2,4,6,30,0,-4,0,1,0,0,0
CIN,PIT,CIN,PIT,21,1144,2944,Half1,4,1,64,1,-3,1,0,0,0,0
CHI,DET,DET,CHI,3,166,166,Half2,4,3,85,0,-13,0,1,0,0,0
MIN,TB,MIN,TB,19,274,274,Half2,4,7,61,0,-19,0,1,0,0,0
NYJ,MIA,NYJ,NYJ,79,975,975,Half2,4,1,14,5,-23,1,0,0,0,0
NYJ,MIA,NYJ,MIA,42,523,523,Half2,4,7,69,17,-23,1,0,0,0,0
NYJ,MIA,NYJ,MIA,19,83,83,Half2,4,7,61,0,-20,0,1,0,0,0
CLE,SD,SD,CLE,30,1438,3238,Half1,4,1,51,0,0,0,1,0,0,0
CLE,SD,CLE,SD,28,1215,3015,Half1,4,1,44,2,0,1,0,0,0,0
CLE,SD,SD,CLE,44,84,84,Half2,4,10,44,0,-1,0,1,0,0,0
TEN,IND,IND,TEN,8,251,251,Half2,4,1,79,7,-7,1,0,0,0,0
STL,NE,NE,STL,1,856,2656,Half1,4,1,83,1,0,1,0,0,0,0
STL,NE,STL,NE,35,120,1920,Half1,4,4,27,-9,-14,0,1,0,0,0
STL,NE,STL,STL,69,1259,1259,Half2,4,1,10,1,-31,1,0,0,0,0
STL,NE,STL,NE,37,896,896,Half2,4,6,35,-8,-31,0,1,0,0,0
GB,JAC,GB,JAC,37,1417,1417,Half2,4,6,23,0,1,0,1,0,0,0
GB,JAC,JAC,GB,44,179,179,Half2,4,4,48,0,-5,0,1,0,0,0
GB,JAC,JAC,JAC,80,12,12,Half2,4,10,0,0,-8,0,1,0,0,0
PHI,ATL,PHI,ATL,49,705,705,Half2,4,9,45,14,-20,1,0,0,0,0
PHI,ATL,PHI,PHI,52,290,290,Half2,4,12,13,0,-13,0,1,0,0,0
PHI,ATL,PHI,PHI,66,151,151,Half2,4,18,-8,0,-13,0,1,0,0,0
PHI,ATL,ATL,PHI,25,20,20,Half2,4,1,9,0,13,0,1,0,0,0
PIT,WAS,PIT,WAS,1,1382,3182,Half1,4,1,76,1,0,1,0,0,0,0
